"Country.Year","dem.MortalityInfant","dem.BirthRate.var","hs.DrinkingWater","dem.PopGrowth","dem.MortalityUnder5.var","eco.CO2Emissions","sci.EduExpense","dem.LifeExpectancy","dem.DeathRate.var","eco.AgeDependancyRate","hs.BasicSanitation","hs.GovHealthExpend","dem.MortalityUnder5","dem.AdolescentFertRate.var","HDI_rank"
"Armenia - 2016",12.8333333333333,-0.198333333333334,99.7420698090203,0.440685023857354,-0.699999999999999,1.76556649924139,2.41377355014807,74.46,0.0266666666666673,44.8614091340661,93.0332063654743,59.1447639465332,14.4,-0.670400000000001,"2"
"Australia - 2008",4.53333333333333,0.766666666666666,99.8211929662546,1.36797604021915,-0.2,17.8925113340555,4.68333333333333,81.2430894308943,0.2,47.9406760222358,99.9911523822512,2540.45279947917,5.4,-0.295733333333335,"1"
"Australia - 2012",3.8,-0.0333333333333332,99.9053403116057,1.56361230178719,-0.266666666666666,17.4508758298195,4.99333333333333,81.8788617886179,0.0666666666666664,48.5098005281064,99.9911523822512,3850.30126953125,4.53333333333333,-0.9596,"0"
"Australia - 2016",3.26666666666667,-0.199999999999999,99.9671522760111,1.49757454661057,-0.1,15.4233710400578,4.9580841369856,82.3829268292683,-8.88178419700125e-16,50.9715628752559,99.9911523822512,3520.27579752605,3.9,-0.117399999999998,"1"
"Austria - 2004",4.3,-0.0666666666666664,100,0.533175828805413,-0.0999999999999996,8.65560778615359,5.25333333333333,78.830081300813,-0.0666666666666664,47.3353575793201,99.998303370407,2222.35384114584,5.2,-0.4438,"2"
"Austria - 2008",3.83333333333333,-0.0999999999999996,99.999999017709,0.377328582681812,-0.166666666666667,8.44103667305172,5.05,80.1642276422765,0,47.7454337207289,99.9911078350233,3266.46297200521,4.63333333333333,-0.4734,"2"
"Austria - 2012",3.46666666666667,-0.0333333333333332,100,0.344470871217107,-0.0999999999999996,7.74171025494922,5.33666666666667,80.8333333333334,0.0333333333333332,48.317619361386,99.984085456468,3614.29671223959,4.2,-0.532599999999999,"1"
"Austria - 2016",3.03333333333333,0.199999999999999,100.000001880345,0.99464347787448,-0.1,7.00470253339807,5.17847314017663,81.4406504065041,0.133333333333333,49.1605661358858,99.9767037561738,3551.59399414063,3.7,-0.2248,"1"
"Azerbaijan - 2004",50.4,0.866666666666667,77.7347086376615,0.793083939605451,-4.43333333333333,3.73511463771477,3.46,67.8103333333333,0.199999999999999,53.0626277631048,67.918910578868,7.05927880605062,60.1666666666667,1.1724,"3"
"Azerbaijan - 2008",39.3666666666667,-0.033333333333335,83.7092140531732,1.44409869105569,-3.03333333333333,4.07434114799122,2.77666666666667,69.7373333333333,-0.0333333333333332,45.0195773609844,75.9468735380647,34.4148553212484,45.8666666666667,1.4986,"2"
"Azerbaijan - 2012",30.6,0.466666666666665,87.2936077215523,1.27385079669138,-2.4,3.60691114480273,2.5416815665935,71.226,8.88178419700125e-16,39.8292896793226,84.78859886438,70.4376551310222,35,2.151,"2"
"Azerbaijan - 2016",23.4,-0.766666666666669,90.0307612974065,1.18575868852172,-1.9,3.89084854650277,2.88937421541422,72.2603333333333,-0.0333333333333332,40.2072992048896,91.9525321681851,68.8287773132324,26.4,1.31960000000001,"1"
"Bahamas, The - 2004",14.2666666666667,-0.393000000000001,98.3737885881206,1.74624917034992,0.166666666666668,6.24430825431823,3.8356,71.9836666666667,0.0820000000000007,51.7990483487735,89.1586142015691,587.787068684896,16.6666666666667,-0.927599999999998,"1"
"Bahamas, The - 2008",14.1333333333333,-0.00966666666666782,98.5448458911939,1.87742198407395,-0.233333333333331,5.85653014282064,3.8356,72.0026666666667,0.0713333333333335,50.5519227161281,91.2531939167782,780.984151204427,16.4666666666667,-1.06286666666666,"1"
"Bahamas, The - 2012",13.0666666666667,-0.192,98.7159031942672,1.30697571903797,-0.366666666666667,5.65916102567946,3.8356,72.277,0.0360000000000005,48.3631179346015,93.3700392162971,796.603719075521,15.2333333333333,-1.3334,"0"
"Bahamas, The - 2016",12,-0.108333333333333,98.8727057220844,0.963071009841556,-0.333333333333334,5.4856453697299,3.8356,73.088,0.0126666666666662,44.252734449912,94.8163249242733,845.722961425781,13.9666666666667,-0.559200000000001,"1"
"Bahrain - 2004",9.7,-0.600333333333332,99.9282245768549,5.78902345249279,-0.300000000000001,21.6085025984342,3.39169771249996,74.996,-0.0720000000000001,41.856710800875,99.8949601729901,349.107482910156,11.3,-0.3996,"1"
"Bahrain - 2008",8.4,-0.494,99.968598252374,7.53353211716916,-0.433333333333332,24.3205924008293,2.63333333333333,75.6243333333333,-0.038333333333334,33.6150269980583,99.9490400839259,454.112945556641,9.76666666666667,-0.319333333333335,"0"
"Bahrain - 2012",7.03333333333333,-0.272666666666669,99.9996261696711,3.08378366002484,-0.266666666666667,22.4506792043225,2.8225,76.1996666666667,-0.00133333333333319,29.0306230525546,99.9965333390426,546.548451741536,8.23333333333333,-0.158799999999999,"2"
"Bahrain - 2016",6.46666666666667,-0.339333333333332,100,2.69560096057379,-0.133333333333333,23.2278101901624,2.91,76.7616666666667,0.00900000000000034,29.8012761713354,100,707.785034179687,7.56666666666667,-0.125,"0"
"Bangladesh - 2004",54.6333333333333,-0.694333333333336,95.7371904770547,1.72217811904626,-4.23333333333333,0.263184783087241,1.47,66.8823333333333,-0.127333333333334,65.4697713893147,29.6864593937034,2.45197010040283,72.7666666666667,-2.3832,"3"
"Bangladesh - 2008",44.8333333333333,-0.622666666666664,96.1986775646343,1.23980035111677,-3.33333333333333,0.321754671927299,1.70333333333333,68.6443333333333,-0.101666666666667,61.1681123865367,35.1471011766866,3.06864809989929,57.7666666666667,-1.9552,"3"
"Bangladesh - 2012",36.8333333333333,-0.437333333333331,96.5384331431709,1.14133791672896,-2.49999999999999,0.426606983492549,1.91301320328467,70.2476666666667,-0.0566666666666666,56.9673524351698,40.5341512266042,4.51175165176392,46.2,-1.0992,"1"
"Bangladesh - 2016",30.6666666666667,-0.340666666666667,96.820252581473,1.1170595678672,-1.93333333333333,0.509828549035439,1.43323211078359,71.51,-0.0140000000000011,52.4115182816283,45.7368889654689,5.53532838821411,37.5666666666667,-1.12860000000001,"3"
"Barbados - 2004",14.2666666666667,-0.172333333333333,98.354427715469,0.33882259800164,0.133333333333333,4.53981639527811,5.58333333333333,77.6746666666667,0.0779999999999994,49.8882863957583,90.35387672721,449.973571777344,15.6333333333333,-0.6372,"2"
"Barbados - 2008",14.1666666666667,-0.261666666666667,98.3944333912566,0.434208537007089,-0.133333333333331,5.19137698757702,5.20333333333333,78.0966666666667,0.0903333333333336,48.9999958823091,92.3543920705066,581.474487304688,15.4666666666667,-0.732866666666666,"0"
"Barbados - 2012",13.7,-0.249333333333333,98.4344390670443,0.306421139736909,-0.133333333333335,5.27491265207271,5.585,78.4556666666667,0.0860000000000003,49.1333298530628,94.3549074138031,615.554646809896,14.8666666666667,-0.924200000000006,"1"
"Barbados - 2016",13,-0.097999999999999,98.4744447428319,0.175410689444361,-0.300000000000001,4.4212119179729,5.69053718830653,78.802,0.0793333333333344,49.182443065122,96.3554227570998,536.464965820313,14,-1.8318,"0"
"Belarus - 2004",7.73333333333333,0.0999999999999996,99.2326590226967,-0.6728481098664,-0.800000000000001,5.58441118939196,5.4226799,68.5219512195122,-0.266666666666667,45.0816582894058,91.7694108641107,84.85160446167,10,-0.395200000000003,"3"
"Belarus - 2008",5.5,0.666666666666668,98.3231670045026,-0.472186262650733,-0.6,6.47197475028851,5.07166666666668,70.0227642276423,-0.299999999999999,42.118683592371,93.731971917264,195.07964070638,7.2,-0.326266666666669,"3"
"Belarus - 2012",3.9,0.299999999999997,97.2711719401026,-0.148540722297725,-0.366666666666667,6.68615722819811,4.74333333333333,70.9747967479675,-0.433333333333332,40.9767559954185,95.9876347114234,224.278661092122,5.13333333333333,-0.188399999999998,"2"
"Belarus - 2016",3.03333333333333,-0.0333333333333332,96.4644709511698,0.124904823165159,-0.266666666666666,6.30117961792353,4.81394304731636,73.4739837398374,-0.133333333333335,43.9976689974057,97.7651218089596,236.92035929362,4.03333333333333,-1.3732,"1"
"Belgium - 2004",4.26666666666667,0.166666666666668,99.9999990248775,0.433232883673263,-0.166666666666667,10.6429664993853,5.6308864510649,78.3609756097561,-0.133333333333333,52.6308122522009,99.4844155924923,2030.74479166667,5.23333333333333,-0.183999999999999,"2"
"Belgium - 2008",3.86666666666667,0.133333333333333,100.000000093705,0.727955297075589,-0.0999999999999996,9.89045236788981,5.73666666666667,79.6146341463415,0.033333333333335,52.2673751433028,99.4858364401115,3050.79915364584,4.7,-0.389400000000002,"1"
"Belgium - 2012",3.56666666666667,-0.199999999999999,99.9999975997977,0.944935290890962,-0.100000000000001,9.24716017726999,6.11294781211331,80.3845528455284,-0.0666666666666647,52.3624677601253,99.4860688739872,3609.57698567709,4.4,-0.8002,"1"
"Belgium - 2016",3.2,-0.266666666666667,99.9999999137807,0.509891844201459,-0.166666666666666,8.56982781195191,6.14425476663006,81.239837398374,0.233333333333333,54.2341151644143,99.4860611140611,3464.470703125,3.93333333333333,-0.2756,"1"
"Belize - 2004",18.5,-0.722999999999999,89.3831358480129,2.6904904645304,-0.466666666666665,1.55808029502142,5.085,69.5106666666667,-0.178666666666667,76.6545673399052,83.4139097703633,91.2300059000651,21.7333333333333,-2.50619999999999,"2"
"Belize - 2008",17.3,-0.662333333333333,91.9863002978749,2.60004231209064,-0.366666666666671,1.51316311004077,5.7857142857143,70.6603333333333,-0.0890000000000004,70.2983239760916,84.6852393522453,133.332092285156,20.2333333333333,-2.06926666666666,"2"
"Belize - 2012",15.7,-0.347666666666665,94.5878795561457,2.3856364988052,-0.599999999999998,1.63437366618733,6.57214285714286,72.557,-0.0106666666666664,64.0112599274754,85.9425996221551,164.455861409505,18.3,-1.19540000000001,"1"
"Belize - 2016",13.2,-0.333666666666666,97.1008109378739,2.11848560573883,-0.799999999999999,1.51634465899791,6.39,74.0116666666667,0.0226666666666668,57.6512490966065,87.2136010938307,187.280186971029,15.3,-0.838400000000007,"0"
"Benin - 2004",80.6333333333333,-0.321333333333335,62.4573591887653,3.02936663210015,-3.23333333333335,0.307226553041635,2.93333333333333,56.4493333333333,-0.292333333333334,92.2542903425,9.87158178537185,4.90122254689534,128.866666666667,-1.396,"3"
"Benin - 2008",74.4333333333333,-0.279666666666671,63.7786090958443,2.8583953440373,-2.43333333333332,0.503414304674404,3.54,58.242,-0.258666666666667,90.3425284114808,11.8062999048417,6.07114871342977,117.666666666667,-1.7516,"2"
"Benin - 2012",69.3333333333333,-0.340000000000003,64.9787903179167,2.80248446588021,-2.23333333333333,0.527304642490628,4.775,59.5833333333333,-0.161666666666667,88.5579551397176,13.9450030093128,8.3459350268046,108.566666666667,-2.46279999999999,"3"
"Benin - 2016",64.2666666666667,-0.400999999999996,66.0634635331314,2.77176838906401,-2.20000000000002,0.56391041251084,4.20142267241004,60.6126666666667,-0.149999999999999,86.1479313537399,16.0122649616107,6.65511608123779,99.6,-2.0538,"2"
"Bolivia - 2004",47.7666666666667,-0.548333333333332,82.1428872042112,1.84683341392934,-3.83333333333332,1.22006680428599,6.15999999999999,64.2053333333333,-0.214666666666668,73.6274681266072,37.7493309540135,24.6164938608805,63.2666666666667,-0.756799999999998,"2"
"Bolivia - 2008",38.5666666666667,-0.535,85.5242670436612,1.72087803218143,-3.1,1.41815058721929,5.78999999999994,66.395,-0.176666666666667,70.7935947272295,42.6253576502806,39.2365379333496,49.6,-1.107,"2"
"Bolivia - 2012",31.0333333333333,-0.456,88.6583772183039,1.6220219657594,-2.33333333333334,1.64031236182307,6.60608244765811,68.5126666666667,-0.138999999999999,67.5657194566116,49.591557672778,70.5505714416504,38.9666666666667,-1.8074,"3"
"Bolivia - 2016",25.1333333333333,-0.403999999999996,91.494221682471,1.51267483350264,-1.63333333333334,1.90134872235042,6.08,70.2646666666667,-0.0693333333333346,64.4009028484498,56.9191600475086,128.647282918294,31.0666666666667,-1.59780000000001,"2"
"Botswana - 2004",25.8,-0.120666666666668,75.9346429517078,1.76094404655501,-4.1,2.24973109971819,8.25967982857154,50.6333333333333,-0.147333333333332,67.9828813479483,55.9337336664951,142.893834431966,57.5,-0.616200000000006,"3"
"Botswana - 2008",21.4,-0.145333333333333,78.8702546284757,2.09256456620643,-2.1,2.28733683016297,7.93333333333334,55.0323333333333,-0.801666666666666,64.1411006808332,61.605191306494,173.963099161784,38.1,-0.444800000000001,"3"
"Botswana - 2012",26.2333333333333,-0.196666666666665,84.2693256925763,1.43693579609156,1.4,2.26425150410159,9.48,61.8773333333333,-0.729333333333335,62.1523851313006,68.526527276982,265.464920043945,36.5,-0.101999999999997,"3"
"Botswana - 2016",32.0333333333333,-0.452333333333335,88.4380476011864,1.53820006047468,2.4,2.92646567065458,9.48,67.2603333333333,-0.336333333333332,63.1108533572254,74.6656889337318,265.043802897135,41.2,-0.4178,"2"
"Brazil - 2004",25.0666666666667,-0.586666666666666,94.5219645326388,1.25714035049191,-1.96666666666667,1.81854469204018,3.805,71.1713333333333,-0.0293333333333337,51.7304634535939,75.7072775441397,112.427154541016,28.3333333333333,-1.938,"1"
"Brazil - 2008",19.4666666666667,-0.422333333333334,95.5877320315719,1.04079017145752,-1.33333333333334,1.92552739789836,4.93333333333333,72.6146666666667,-0.00366666666666671,48.4721835919584,79.4018715663885,256.779693603516,21.8666666666667,-1.76526666666666,"2"
"Brazil - 2012",16.0333333333333,-0.204666666666668,96.564705810193,0.915816817248876,-0.733333333333334,2.24266556794895,5.47333333333333,73.9163333333333,0.0290000000000008,45.6767380897983,83.0128922219786,423.386077880859,17.9666666666667,-1.4198,"3"
"Brazil - 2016",14.3666666666667,-0.156333333333333,97.5667572099099,0.839462845825886,-0.100000000000001,2.44682379310027,5.96087200126327,74.9896666666667,0.0569999999999995,43.8124388169998,86.5523459063269,373.244374593099,16.1,-0.988400000000006,"1"
"Brunei Darussalam - 2012",8.06666666666667,-0.0476666666666645,99.9000090900827,1.2845372210946,0.133333333333335,23.3203564641019,2.35669064555167,74.8513333333333,0.0563333333333325,40.8444231826484,96.3490419463857,781.074015299479,9.83333333333333,-0.7232,"1"
"Brunei Darussalam - 2016",8.8,-0.427666666666671,99.9000090900827,1.2440664268362,0.199999999999999,19.1333570607742,3.66345322775833,75.3203333333333,0.0836666666666659,39.3404150723334,96.3490419463857,697.160868326823,10.6,-0.8338,"1"
"Bulgaria - 2004",12.5333333333333,0.266666666666666,99.7049762726216,-1.23920312306972,-0.866666666666667,5.94817628004453,3.07333333333333,72.1650406504065,-0.0333333333333332,45.9489675922379,85.8573275495812,115.096516927083,15.1333333333333,0.738800000000005,"2"
"Bulgaria - 2008",9.9,0.333333333333334,99.5294183295798,-0.732236981356116,-0.533333333333333,6.71428536518087,3.80333333333333,72.7463414634146,0,45.0184525439661,85.9000489282088,205.836924235026,11.8666666666667,0.32906666666667,"2"
"Bulgaria - 2012",8.7,-0.433333333333334,99.3550975952726,-0.626241654505121,-0.5,6.27393871579495,3.74666666666667,73.9967479674797,-0.0333333333333332,47.2564478301383,85.9416319525945,284.169840494792,10.4,-0.490400000000001,"2"
"Bulgaria - 2016",6.83333333333333,-0.166666666666666,99.1886851555713,-0.635946943351651,-0.466666666666667,5.98117122125334,3.86451012968113,74.6308943089431,0.0666666666666664,52.130958348896,85.9829424551644,317.518768310547,8.13333333333333,-0.779200000000003,"1"
"Burkina Faso - 2004",85.6,-0.294999999999995,54.091862399981,2.90066178655738,-5.33333333333334,0.083877827018027,3.72977474285718,51.9806666666667,-0.461666666666664,97.3608458915654,13.0473218268355,4.62181297938029,165.366666666667,-1.49020000000002,"3"
"Burkina Faso - 2008",75.5333333333333,-0.476666666666667,52.2569131501807,3.00861111294707,-6.76666666666668,0.1107065172122,3.41840341650332,54.8406666666667,-0.557666666666666,96.1292729536016,15.5799175482931,7.71458927790324,139.833333333333,-1.94299999999998,"3"
"Burkina Faso - 2012",66.3,-0.593333333333327,50.3708093085526,3.00854187505946,-4.66666666666666,0.144853653330028,3.66,57.7436666666667,-0.435333333333334,94.637759428152,17.3863069841712,8.87432193756104,117.033333333333,-2.84859999999999,"2"
"Burkina Faso - 2016",59.5333333333333,-0.533666666666669,48.6651179343242,2.93889428714898,-3.7,0.178470379403179,4.31,59.9076666666667,-0.272,92.2721946267892,18.818190997623,12.9357722600301,100.7,-2.2158,"3"
"Burundi - 2004",85.5333333333333,0.0400000000000134,52.3883651490621,2.96080596734665,-6.09999999999999,0.0276144694167754,2.80566986685579,51.6823333333333,-0.552666666666667,102.270087442963,45.7834321213926,2.13999927043915,137.7,-1.8584,"3"
"Burundi - 2008",70.1333333333333,0.0353333333333268,54.7321001513607,3.27870124399459,-7.2,0.0239448470120223,4.29999999999996,54.9426666666667,-0.428666666666667,93.5398521449548,45.9133946185749,3.72529315948486,110,-1.53813333333333,"3"
"Burundi - 2012",56.1,-0.268666666666668,57.1287383963021,3.20785598161036,-5.46666666666667,0.0416760531041228,5.94,57.907,-0.375,89.8339708184641,45.9263714775178,6.62224928538005,85.1333333333333,-0.897599999999997,"2"
"Burundi - 2016",46.0333333333333,-0.573,59.5827195850005,3.15692590882831,-3.5,0.0420050812118168,5.17552163934371,60.1053333333333,-0.239000000000001,90.8881343597756,45.8740782664101,6.78830639521281,67.4,-1.02,"0"
"Cabo Verde - 2004",25.0666666666667,-0.624000000000002,79.4238080097076,1.56234585967502,-1.63333333333333,0.676092601710685,5.56085666666667,69.9026666666667,-0.062333333333334,82.9496198531977,46.4806326874567,61.4027837117513,30.0666666666667,-1.05719999999999,"3"
"Cabo Verde - 2008",23.2666666666667,-0.419333333333331,81.3897378904728,1.258085588212,-0.199999999999999,1.0165449260015,4.93666666666667,70.6756666666667,0.0406666666666666,69.5219461958853,54.8410097284238,86.0899480183919,27.7,-1.36593333333336,"1"
"Cabo Verde - 2012",21.2333333333333,-0.288000000000004,83.5132400820081,1.24784458218909,-1.16666666666666,1.12264437276062,4.99832489781238,71.25,-0.019333333333333,58.1914555608975,62.8615713662291,101.063171386719,25.1333333333333,-1.98339999999999,"1"
"Cabo Verde - 2016",16.7,-0.388333333333332,85.7981862886843,1.24015399976171,-1.46666666666667,0.97110052714168,5.22932917983083,72.1166666666667,-0.0603333333333333,52.6037474067123,70.4355047703345,99.1761372884114,19.5333333333333,-0.978399999999993,"1"
"Cambodia - 2004",62,-0.301666666666669,56.8801392717821,1.73056079654128,-8.23333333333332,0.182327474078968,1.67666666666667,61.2366666666667,-0.387,71.9480720054153,17.9423593691986,5.2430830001831,78.4666666666667,-0.241999999999997,"3"
"Cambodia - 2008",46.4,-0.0683333333333316,62.9047351148023,1.49888582487402,-4.23333333333333,0.252211141460056,1.6524082711571,64.6726666666667,-0.211666666666666,63.8496088136541,28.9930237521889,6.32047446568807,55.6666666666667,-0.0388000000000019,"3"
"Cambodia - 2012",34.8,-0.346999999999998,69.1180588962602,1.58615182620524,-3.23333333333333,0.362068202860979,1.61261056620454,67.0276666666667,-0.105,58.0096455270093,40.8770325059258,11.793909072876,40.7666666666667,0.367599999999996,"3"
"Cambodia - 2016",27.2333333333333,-0.376999999999999,75.3808771682249,1.60233926740667,-1.63333333333333,0.54090030335761,2.00417583665903,68.629,-0.0560000000000009,55.5984308671865,53.3972173779311,15.379737218221,31.6666666666667,0.272199999999998,"2"
"Cameroon - 2004",81.7333333333333,-0.108000000000004,59.6587519871361,2.67389020278329,-3.46666666666667,0.221361483600901,2.79448,51.9216666666667,-0.293666666666667,91.0026082885855,39.6880319176775,7.64859247207642,133.733333333333,-3.64180000000002,"1"
"Cameroon - 2008",74.7,-0.248666666666658,60.0857342334622,2.73997045575107,-3.23333333333332,0.270452521319678,2.63,53.683,-0.304999999999998,88.5761296537938,39.2542049777501,7.66516701380412,120.866666666667,-3.14893333333333,"0"
"Cameroon - 2012",66.7666666666667,-0.442,60.2657992641592,2.73982437504042,-4.2,0.305028303631599,2.81333333333333,55.585,-0.306999999999999,86.7855493090424,38.9809934583637,11.9160900115967,105.9,-2.16319999999999,"3"
"Cameroon - 2016",57.5,-0.533666666666669,60.2036553473228,2.68128068522393,-4.26666666666668,0.328848142230747,2.68,57.5763333333333,-0.295333333333334,85.0396304946746,38.8586425809077,8.71924877166748,88.6333333333333,-3.03179999999999,"1"
"Canada - 2004",5.2,0.0333333333333332,99.117572598862,0.973947147925959,-8.88178419700125e-16,17.1212628391735,4.86142218863513,79.7081300813008,-8.88178419700125e-16,45.2106736328375,99.7844528574601,1850.94010416667,6.1,-0.1936,"2"
"Canada - 2008",5.06666666666667,0.233333333333334,99.1934467213692,1.02145892004621,-0.100000000000001,17.2819832477288,4.53166666666667,80.5276422764228,0.100000000000001,44.0685575462589,99.6695291743617,3038.95263671875,5.9,-0.274600000000001,"1"
"Canada - 2012",4.83333333333333,-0.0666666666666664,99.2939814432807,1.05879304159653,-0.0333333333333332,15.2143764530294,4.95333333333333,81.4479674796748,0.0666666666666664,44.6555879744095,99.5173900768942,3914.09594726563,5.56666666666667,-0.4366,"2"
"Canada - 2016",4.6,-0.0999999999999996,99.3890221076886,0.961341903769884,-0.100000000000001,15.2448263685311,4.93,81.8666666666667,0.0666666666666673,47.1211037783386,99.3631238108516,3503.29793294271,5.3,-0.6214,"1"
"Central African Republic - 2004",108.5,-0.138999999999996,55.2085826976147,2.0648821597878,-1.40000000000001,0.0614511744193535,1.60088565714286,44.2193333333333,-0.173666666666666,88.4052291931203,17.3541839725728,4.63010144233704,165.6,-0.814599999999984,"2"
"Central African Republic - 2008",104.8,-0.331333333333333,51.096486979972,1.88525634656589,-2.63333333333333,0.0600110358701209,1.32333333333333,45.6516666666667,-0.421333333333333,88.9531373267299,20.5511627184083,6.34657541910807,157.766666666667,-0.90506666666667,"3"
"Central African Republic - 2012",98.2333333333333,-0.481999999999999,46.9826032176212,0.750655152034071,-4.13333333333333,0.0631279560191017,1.15,47.9666666666667,-0.520333333333333,90.1340803100571,23.9447708165852,4.57662566502889,143.466666666667,-1.08599999999998,"0"
"Central African Republic - 2016",89.7333333333333,-0.457000000000001,46.2304582334315,0.665863118935511,-4.83333333333333,0.0652136155640431,1.15,50.8676666666667,-0.529333333333334,92.0768985361671,25.1861820301449,2.55646824836731,126.566666666667,-1.87819999999999,"2"
