"","dem.BirthRate","dem.AdolescentFertRate.var","dem.MortalityUnder5","hs.GovHealthExpend","hs.BasicSanitation","eco.AgeDependancyRate","dem.DeathRate.var","dem.LifeExpectancy","sci.EduExpense","eco.CO2Emissions","dem.MortalityUnder5.var","dem.PopGrowth","hs.DrinkingWater","dem.BirthRate.var","clust_names"
"Norway - 2008",12.56666667,-0.333466667,3.733333333,5739.53776,98.06528915,51.60794987,-0.066666667,80.44390244,5.886666667,10.25008953,-0.166666667,1.02882009,99.99999913,-0.033333333,2
"Norway - 2012",12.26666667,-0.5748,3.133333333,7257.364583,98.06156902,51.04408363,-0.066666667,81.24796748,6.27,9.178227658,-0.166666667,1.285432186,100,-0.333333333,2
"Norway - 2016",11.36666667,-0.1796,2.7,6882.421712,98.05673086,52.13673612,-0.066666667,82.27073171,6.545744205,8.755004417,-0.1,1.001263743,99.99999884,-0.133333333,2
"Oman - 2004",22.35,-1.4948,13.9,238.1587219,90.51418999,58.90569322,-0.084,73.44,3.76,11.97578631,-0.7,2.118008896,76.35967237,-0.397,1
"Oman - 2008",21.76133333,-0.903333333,12.23333333,309.9733276,94.32100394,46.37669596,-0.059333333,74.883,4.206666667,15.83446422,-0.266666667,3.038999895,79.66366413,-0.008666667,1
"Oman - 2012",21.55666667,0.2796,11.56666667,446.9570923,97.98118447,37.16340059,-0.049333333,75.91566667,4.614183714,16.42145077,-0.133333333,6.524485203,85.79015234,-0.119333333,1
"Oman - 2016",20.66466667,-0.3874,11.23333333,617.5946452,99.9450996,32.01817765,-0.048,76.88766667,4.882893956,14.89702679,0.033333333,5.79175446,91.28797395,-0.340333333,1
"Pakistan - 2004",32.79866667,-1.5068,100.0666667,4.743165652,36.95051196,81.57792327,-0.137333333,63.51933333,1.684,0.793162542,-2.133333333,2.354971812,86.75371014,-0.577333333,1
"Pakistan - 2008",30.97433333,-1.143066667,92.66666667,5.261162122,44.10833397,76.18770903,-0.114666667,64.427,1.956666667,0.921394414,-1.733333333,2.279318336,88.13286898,-0.357666667,1
"Pakistan - 2012",29.86966667,-0.4156,85,7.154604276,50.64442451,71.18591263,-0.111,65.55833333,1.526356494,0.929650194,-2.1,2.160924886,89.48624354,-0.212333333,1
"Pakistan - 2016",29.11,-0.5406,76.06666667,10.53021399,56.69617527,67.42867376,-0.065666667,66.569,1.945868864,0.955748337,-2.233333333,2.088075427,90.81239633,-0.208,1
"Panama - 2004",22.551,-0.3474,24.1,199.1338806,64.81046043,58.46571039,0.012333333,75.56466667,3.277851422,1.852415298,-0.6,1.884528502,90.08762771,-0.281,1
"Panama - 2008",21.64333333,-0.302866667,21.66666667,283.4541829,70.17588237,56.80985137,0.018,76.236,2.975570284,2.150730471,-0.633333333,1.811484386,91.99143493,-0.186666667,1
"Panama - 2012",20.894,-0.2138,19.3,405.7204183,75.60816326,55.75758398,0.014666667,76.98966667,2.811111111,2.644721346,-0.6,1.736566746,93.66799068,-0.208,1
"Panama - 2016",19.86,-1.0066,16.93333333,603.4857178,81.03900688,54.81018735,0.019,77.77433333,2.8,2.768549295,-0.566666667,1.707926139,95.45199548,-0.295,1
"Papua New Guinea - 2004",32.92633333,-0.7802,66.86666667,14.51375357,20.85124307,74.19064076,-0.118,59.98033333,6.9,0.637398562,-1.233333333,2.053369655,33.96740518,-0.383666667,1
"Papua New Guinea - 2008",31.30766667,-0.822,61.53333333,23.53533427,18.98835793,72.81726929,-0.133666667,61.13966667,6.9,0.744893747,-1.366666667,2.382892794,35.63081518,-0.426333333,1
"Papua New Guinea - 2012",29.55133333,-0.9056,55.96666667,38.4429601,16.54572989,70.54661714,-0.109333333,62.31633333,6.9,0.67673268,-1.333333333,2.194590003,37.86443164,-0.433666667,1
"Papua New Guinea - 2016",28.002,-0.7838,50.43333333,47.11610794,14.1324829,66.8647182,-0.125666667,63.46366667,6.9,0.857635889,-1.366666667,2.007151762,40.1465684,-0.342,1
"Paraguay - 2004",24.97266667,-1.2842,31.43333333,22.82817777,74.14942416,70.4064621,-0.021,71.24533333,4.2,0.713574935,-0.766666667,1.805293365,80.26606828,-0.561333333,1
"Paraguay - 2008",23.39933333,-1.217666667,28.4,52.71510569,78.81417554,64.8362051,0.006666667,72.056,3.577777778,0.698567823,-0.8,1.440467896,86.20545873,-0.301666667,1
"Paraguay - 2012",22.195,-1.0846,25.2,127.9194031,83.32161654,60.71252105,-0.001,72.86033333,4.503333333,0.826241686,-0.8,1.364407635,91.86529123,-0.297,1
"Paraguay - 2016",21.20133333,-0.4846,22.2,178.6413727,87.66371942,57.05508676,0.012666667,73.657,3.740631015,0.966438427,-0.7,1.342711225,97.2523879,-0.211666667,1
"Peru - 2004",22.47433333,0.0084,30.73333333,61.95942942,66.35715094,61.79103674,-0.027,72.23433333,2.823333333,1.040522759,-2.266666667,1.01058209,82.79387528,-0.175666667,1
"Peru - 2008",21.79733333,-0.609933333,23.63333333,77.99218241,69.01272367,58.70259379,-0.005,73.52533333,2.646666667,1.235914994,-1.466666667,0.822525016,85.45900565,-0.254666667,1
"Peru - 2012",20.11566667,-1.8466,18.93333333,141.5423355,71.25635185,56.44705453,0.001,74.696,2.386666667,1.859470914,-0.966666667,0.816667289,87.80299469,-0.505333333,1
"Peru - 2016",18.56466667,-1.0872,15.7,194.04835,73.34148415,54.25349299,0.028666667,75.78833333,3.180813039,1.76327245,-0.7,1.265439865,90.03711371,-0.262333333,1
"Philippines - 2004",28.416,0.142,35.6,11.33891137,63.33622888,69.72594104,0.007,68.94333333,2.25,0.870372251,-0.7,2.043696424,86.8575692,-0.474,1
"Philippines - 2008",26.32366667,0.274466667,33.1,20.48553785,65.57001697,65.85912973,0.023333333,69.37266667,1.88,0.81498329,-0.5,1.721596493,88.70141356,-0.499333333,1
"Philippines - 2012",24.582,0.5394,31.33333333,28.36443647,69.80531766,60.92388546,0.049,69.98533333,1.84,0.911001882,-0.366666667,1.687351052,90.59993234,-0.442,1
"Philippines - 2016",22.277,-0.625,29.76666667,37.59308243,74.26609072,58.49058328,0.017666667,70.64233333,1.84,1.122149181,-0.433333333,1.577754745,92.57968267,-0.658,1
"Poland - 2008",10.3,-0.047066667,7,485.8821004,92.25630864,41.03464379,0.166666667,75.31056911,4.85,8.288147086,-0.3,-0.034679405,97.04872499,0.5,1
"Poland - 2012",10.4,-0.3216,5.7,587.2382813,94.95533196,40.74527585,0.066666667,76.56260163,4.873333333,8.17405116,-0.3,-0.077359496,97.70178066,-0.5,1
"Poland - 2016",9.9,-0.759,4.833333333,584.8263346,97.6929697,44.03867722,0.266666667,77.63495935,4.638295672,7.639327172,-0.166666667,-0.06149082,99.04483041,0,1
"Portugal - 2004",10.73333333,-0.7926,5.533333333,997.1482747,97.78062843,48.09330998,-0.1,77.31869919,5.073333333,6.095453395,-0.566666667,0.387402781,98.85088873,-0.266666667,3
"Portugal - 2008",9.866666667,-0.849866667,4.2,1419.648275,98.36897788,49.52934896,0.1,78.42195122,4.89,5.552771711,-0.2,0.173609369,99.26525128,-0.133333333,3
"Portugal - 2012",9.1,-0.9644,3.733333333,1431.161133,98.92223532,51.16705827,-0.033333333,79.95691057,5.042194697,4.479877665,-0.066666667,-0.168865543,99.68411652,-0.5,3
"Portugal - 2016",8.2,-0.6068,3.6,1215.427531,99.44139236,53.4308273,0.333333333,81.12357724,4.880324626,4.589872503,0,-0.422930195,99.90468384,0.3,3
"Qatar - 2004",17.24266667,-0.745,11.2,777.5465902,99.98974421,32.07073888,-0.076666667,77.92133333,2.045407716,60.57816015,-0.4,6.762230291,100,-0.867333333,1
"Qatar - 2008",13.332,-0.761733333,9.833333333,991.1995646,99.99230816,20.89689178,-0.085,78.60033333,1.859806006,53.04487957,-0.266666667,16.89564727,100,-0.926,3
"Qatar - 2012",10.916,-0.7952,8.9,1043.24054,100,15.97962604,-0.033666667,79.25566667,2.186048973,40.47642959,-0.2,9.430014127,99.93830028,-0.334,3
"Qatar - 2016",10.03433333,-0.2692,7.8,1683.433105,100,16.85694806,0.007666667,79.75733333,2.457795109,41.35564217,-0.3,4.250769713,99.69150138,-0.173666667,3
"Romania - 2004",9.866666667,1.2326,19.8,112.5706329,74.98911119,46.12068492,-0.1,71.30459593,3.23,4.558804554,-0.4,-1.040567855,100,0.166666667,1
"Romania - 2008",10.5,0.483666667,15.26666667,330.5249125,76.69074413,44.86797889,-1.78e-15,72.43170732,3.481666667,4.821223102,-1.433333333,-1.245336062,100,0.1,1
"Romania - 2012",10.06666667,-1.0142,11.83333333,335.28066,79.84244526,46.27136948,-0.133333333,74.09349593,2.953333333,4.076249342,-0.566666667,-0.510334444,100,-0.433333333,1
"Romania - 2016",10.2,-0.07,9.166666667,371.363088,82.81191664,48.15977714,0.233333333,75.01056911,2.81,3.541590267,-0.633333333,-0.472762857,100,0.2,1
"Russian Federation - 2004",10.13333333,0.406,16.03333333,100.2391535,84.61399582,42.36792583,0.533333333,65.21585366,3.547320101,10.97569811,-1.166666667,-0.438828799,95.28333636,0.333333333,1
"Russian Federation - 2008",11.23333333,0.0558,11.96666667,295.436615,86.29904989,39.73309916,-0.433333333,67.42121951,3.549700741,11.78535759,-0.833333333,-0.180825521,95.80287521,0.833333333,1
"Russian Federation - 2012",12.8,-0.6446,10.1,420.4914653,87.96779775,39.52751533,-0.533333333,69.53243902,3.552081382,12.2164978,-0.3,0.097060867,96.31625757,0.3,1
"Russian Federation - 2016",13.16666667,-1.1442,8.2,340.1611226,89.64287879,43.84419812,-0.1,71.19276423,3.676576326,11.95405671,-0.7,0.193481585,96.83169843,-0.133333333,1
"Rwanda - 2004",37.90766667,-1.232,137.4666667,4.206458092,49.62546616,86.50403801,-0.303333333,52.25333333,3.666666667,0.061592917,-14.73333333,1.771847632,47.99393912,-0.498333333,1
"Rwanda - 2012",34.059,0.025,57.6,13.71736876,59.46427533,78.51080482,-0.482,64.46466667,4.05,0.064500842,-6.1,2.515755437,53.44353896,-0.517,1
"Rwanda - 2016",32.60666667,-0.2862,41.66666667,15.8896726,64.23672748,76.25229029,-0.19,67.42133333,3.478227033,0.085488594,-2.633333333,2.543526538,56.26106524,-0.256333333,1
"Samoa - 2004",29.814,-1.0642,19.13333333,62.63546753,97.55563033,80.51717516,-0.067,69.77366667,3.80875,0.847034885,-0.366666667,0.602306899,91.91709354,-0.196,1
"Samoa - 2008",29.132,-0.937666667,18.6,109.1966832,97.68498846,78.08437384,-0.016666667,70.90033333,4.15375,0.946502856,0,0.649441556,92.75044982,-0.235,1
"Samoa - 2012",27.458,-0.6846,18.2,151.7506561,97.87181749,75.7261218,-0.058,71.90166667,4.24,1.042933801,-0.2,0.80865249,94.79837245,-0.543,1
"Samoa - 2016",25.44566667,-0.873,16.86666667,177.4828339,98.06708385,76.1235913,-0.091666667,72.72466667,4.24,1.187706883,-0.433333333,0.660714719,96.86959958,-0.428333333,1
"Sao Tome and Principe - 2004",39.36766667,-0.9952,70.1,31.77476311,24.17866107,89.66445235,-0.383,63.35533333,2.556666667,0.437931211,-4.6,2.006689737,68.52456873,-0.177333333,1
"Sao Tome and Principe - 2008",37.81333333,-1.0312,54.2,11.04290358,29.70916189,88.3528209,-0.283333333,65.84533333,4.823333333,0.507229586,-3.5,2.770580003,73.46511574,-0.544666667,1
"Sao Tome and Principe - 2012",35.364,-1.1032,42.5,27.20158386,35.49606458,86.54202176,-0.172666667,67.87366667,5.565,0.569574671,-2.5,2.293646402,78.45353745,-0.639,1
"Sao Tome and Principe - 2016",32.965,-1.1672,34.76666667,38.56931941,41.36256366,85.87485636,-0.117,69.36633333,3.48,0.582081641,-1.533333333,1.879172883,83.29192201,-0.543,1
"Saudi Arabia - 2004",24.99966667,-1.7876,18.43333333,275.6182149,98.51708327,62.66922955,-0.020666667,73.04333333,7.1861867,15.55138168,-1.066666667,2.904020876,97.56636717,-0.398333333,1
"Saudi Arabia - 2008",23.45166667,-1.319,14.5,398.6172791,98.94498413,53.99079226,-0.017333333,73.47333333,7.1861867,16.55930452,-0.9,2.781171026,98.27321178,-0.402333333,1
"Saudi Arabia - 2012",21.60466667,-0.3818,11.13333333,573.7924805,99.37288499,46.44469965,-0.021666667,74.08666667,7.1861867,18.65521276,-0.766666667,3.019435358,98.98005639,-0.518333333,1
"Saudi Arabia - 2016",19.41233333,-0.6172,8.466666667,848.8014526,99.80078584,40.74737915,0.008,74.64833333,7.1861867,19.07016864,-0.633333333,2.550835326,99.686901,-0.556666667,3
"Senegal - 2004",38.72233333,-1.3544,107.0333333,12.19341151,41.15499402,89.92851306,-0.343333333,59.282,3.326666667,0.464905763,-7.966666667,2.476343952,63.38822009,-0.111666667,1
"Senegal - 2008",38.546,-1.564466667,79.76666667,17.46796195,44.23939054,88.06997104,-0.382666667,62.12366667,4.606666667,0.427745273,-5.533333333,2.64146873,68.37212285,-0.02,1
"Senegal - 2012",38.04666667,-1.9846,63.1,15.93213717,47.22343641,87.52033476,-0.281333333,64.87666667,4.5882574,0.614454524,-3.2,2.765190605,73.33450747,-0.259333333,1
"Senegal - 2016",36.304,-2.1752,52.8,13.55224101,50.08365905,86.99854937,-0.170666667,66.73166667,4.952406799,0.70610433,-2.2,2.807492477,78.24226705,-0.563,1
"Serbia - 2008",9.4,-0.674533333,8.166666667,327.2974294,95.82754741,48.39852621,0.043333333,73.63414634,4.476666667,7.79640174,-0.233333333,-0.408122896,92.35541947,-0.18,1
"Serbia - 2012",9.266666667,-0.7076,7.366666667,352.9253133,96.76199354,47.37905652,-1.78e-15,74.5699187,4.41834607,6.377370429,-0.233333333,-0.558924815,89.3140793,-0.133333333,1
"Serbia - 2016",9.266666667,-0.8116,6.3,308.2133077,97.56445686,49.47856515,0.166666667,75.43739837,3.878122363,5.945004757,-0.3,-0.495985443,86.28546942,-0.033333333,1
"Seychelles - 2004",17.73333333,0.4022,13.7,335.8501282,95.41228022,50.3113432,-0.033333333,71.59268293,5.188888889,7.339991977,-1.78e-15,0.518511324,93.97199249,0.033333333,1
"Seychelles - 2008",17.56666667,0.361333333,13.83333333,331.6609802,97.11170736,45.88473168,-0.2,72.84146341,4.034,8.062026337,0.033333333,1.609131478,95.00084698,0.266666667,1
"Seychelles - 2012",18,0.2796,14.2,375.1108602,98.81113449,43.53795658,0.166666667,73.39918699,3.287580522,4.483582501,0.1,0.381550968,96.01063908,1.2,1
"Seychelles - 2016",17.13333333,0.1482,14.73333333,497.7268982,100,43.79807434,-0.133333333,73.94471545,4.280466786,5.663022048,0.133333333,1.707608514,96.24901256,0.133333333,1
"Sierra Leone - 2004",43.00966667,-2.2722,210.2,6.180974642,10.94952671,89.5282273,-0.910666667,42.42066667,3.206666667,0.122058905,-6.1,4.455744693,42.75764786,-0.392333333,1
"Sierra Leone - 2008",40.91666667,-2.814333333,183.1,3.306803544,12.20116049,87.72193167,-0.801666667,46.515,2.406666667,0.11372165,-7.3,2.763387019,48.01079769,-0.656333333,1
"Sierra Leone - 2012",37.87966667,-3.8986,153.3333333,4.794706027,13.54643223,84.98490434,-0.631666667,50.21133333,2.602183978,0.13452136,-7.166666667,2.259040751,53.22496881,-0.795333333,1
"Sierra Leone - 2016",35.07166667,-2.7528,133.0666667,9.582904816,14.93864401,81.54275124,-0.375333333,52.919,2.713514343,0.16148445,-4.633333333,2.18431761,58.30992924,-0.605333333,1
"Slovak Republic - 2004",9.7,0.0864,8.8,307.8479411,97.87887774,41.64346898,0.066666667,73.72276423,4.05,7.287563353,-0.3,-0.040845259,97.97312297,0.2,1
"Slovak Republic - 2008",10.26666667,0.147733333,7.666666667,715.0419617,97.89524932,38.92435396,0.033333333,74.37235772,3.503333333,7.043931782,-0.233333333,0.039843607,97.96048801,0.266666667,1
"Slovak Republic - 2012",10.93333333,0.2704,6.8,954.1744995,97.90787513,38.8693368,-0.166666667,75.72682927,3.723333333,6.394612699,-0.2,0.13077053,98.9985715,-0.266666667,3
"Slovak Republic - 2016",10.36666667,0.644,6.233333333,945.3949788,97.92607697,41.48504582,0.166666667,76.84715447,3.934858493,5.799887516,-0.166666667,0.107000543,99.78715227,0.166666667,3
"Slovenia - 2004",8.833333333,-0.1384,4.666666667,845.1547852,99.10798341,41.94477293,0.066666667,76.69105691,5.229544316,7.796042642,-0.233333333,0.082759475,99.59786029,0.033333333,3
"Slovenia - 2008",10,-0.121333333,3.8,1310.729329,99.10843169,42.466854,0.033333333,78.47113821,4.92,8.24350603,-0.2,0.345487732,99.57511363,0.6,3
"Slovenia - 2012",10.76666667,-0.0872,3.066666667,1469.222941,99.10888026,45.06958969,0.1,79.83902439,5.286666667,7.334739564,-0.133333333,0.284612164,99.55148784,-0.133333333,3
"Slovenia - 2016",10.06666667,-0.1908,2.5,1348.35555,99.10932854,48.60178633,0.233333333,81.0097561,4.540503208,6.081092344,-0.1,0.082246606,99.53379085,-0.233333333,3
"Solomon Islands - 2004",34.84133333,-1.4984,29.4,43.13856379,21.01818774,80.27270466,-0.086333333,68.51266667,4.974765556,0.358314434,-0.3,2.614799234,78.85137908,-0.237666667,1
"Solomon Islands - 2008",34.084,0.026533333,27.86666667,63.81337992,23.99822307,79.17589221,-0.068,69.76233333,6.383730463,0.355029826,-0.533333333,2.291580282,76.21945761,-0.113,1
"Solomon Islands - 2012",33.966,3.0764,25.16666667,62.10362752,27.85142041,78.69890045,-0.08,70.985,9.94,0.340867909,-0.733333333,2.545503344,72.64052516,0.001,1
"Solomon Islands - 2016",33.52566667,0,22.3,70.34854635,31.80858944,78.49013662,-0.060666667,72.16433333,9.94,0.30650871,-0.7,2.694509111,69.33528299,-0.240333333,1
"South Africa - 2004",22.78566667,0.3014,76.16666667,92.33850733,61.93601054,57.74876379,0.359,53.83433333,5,8.634751221,1.766666667,1.235177982,86.11519656,0.093666667,1
"South Africa - 2008",23.346,0.515466667,74.46666667,185.1069438,66.06654074,53.69985632,-0.321333333,54.53566667,4.913333333,9.571731485,-4.933333333,1.29640791,88.17771941,0.108,1
"South Africa - 2012",23.07233333,0.9436,45.63333333,309.5473735,70.05530303,52.44732997,-0.589666667,58.87466667,5.896666667,9.049169682,-5.566666667,1.521233753,90.08842861,-0.232666667,1
"South Africa - 2016",21.71533333,-0.8136,37.13333333,252.1567281,73.88861429,52.25422822,-0.24,62.59,5.877656252,8.579878511,-0.966666667,1.525641269,91.84976414,-0.397666667,1
"Spain - 2004",10.36666667,0.514,5,1121.563883,99.90262877,44.93703767,0.033333333,79.68617886,3.806666667,7.703499303,-0.1,1.648838725,100.0000008,0.266666667,3
"Spain - 2008",11,0.091466667,4.366666667,1893.55481,99.90329295,45.52991014,0.1,80.95691057,3.916666667,7.656872678,-0.133333333,1.712254788,99.99999713,0.2,3
"Spain - 2012",10.06666667,-0.7536,3.7,2025.926921,99.90395126,47.59711066,0.166666667,82.17642276,4.32,5.755124542,-0.1,0.293557555,99.99539116,-0.333333333,3
"Spain - 2016",9,-0.2494,3.3,1751.607056,99.90433295,50.34248569,0.3,83.1300813,4.040287783,5.225467103,-0.1,-0.097369924,99.92672264,-0.2,3
"Sri Lanka - 2004",18.567,-1.123,19.9,24.37136396,86.51586572,48.12982143,-0.217333333,73.74033333,2.209090909,0.596880352,4.4,0.827608858,81.31720971,0.032,1
"Sri Lanka - 2008",18.38966667,-0.778133333,12.93333333,36.47174199,89.02256559,48.29326292,0.056666667,75.03266667,1.896363636,0.613849789,-0.566666667,0.740408916,83.63508621,-0.123333333,1
"Sri Lanka - 2012",17.59166667,-0.0884,11.13333333,47.63310369,91.7094517,49.37978834,0.057,75.61633333,1.603333333,0.72768319,-0.466666667,0.495698561,85.94428643,-0.246333333,1
"Sri Lanka - 2016",16.60733333,-0.1842,8.733333333,64.87592189,94.43061095,51.8620713,0.087666667,76.315,1.983027995,0.974553297,-0.566666667,0.986000863,88.25613187,-0.241666667,1
"St. Lucia - 2004",15.78333333,-1.283,18.43333333,102.2637227,81.71096187,58.73305875,-0.069666667,73.80733333,4.782,2.084759765,0.033333333,0.757752803,89.18090998,-0.796666667,1
"St. Lucia - 2008",13.78466667,-1.121733333,18.83333333,126.2713445,84.38655441,50.21497514,0.012333333,74.42433333,4.44,2.281195831,0.133333333,1.318597489,92.42434968,-0.298333333,1
"St. Lucia - 2012",12.90933333,-0.7992,19.73333333,168.754659,87.42191801,45.09883663,0.132666667,74.99433333,4.126666667,2.313352289,0.233333333,0.845639804,95.81393653,-0.170666667,1
"St. Lucia - 2016",12.38733333,-0.7256,20.96666667,199.5832469,88.36505661,40.96055704,0.050333333,75.596,4.26880367,2.292501471,0.366666667,0.468210989,98.16239408,-0.114666667,1
"St. Vincent and the Grenadines - 2004",18.56233333,-1.1354,21.73333333,124.9034627,74.33432778,57.88109864,-0.005666667,71.09066667,7.47,1.861892356,-0.166666667,0.189765524,93.57898467,-0.402666667,1
"St. Vincent and the Grenadines - 2008",17.24033333,-1.0516,21.03333333,140.9714762,79.00706128,53.86002573,0.075666667,71.54866667,5.62988552,2.072829653,-0.266666667,-0.067893379,94.14852475,-0.306666667,1
"St. Vincent and the Grenadines - 2012",15.91233333,-0.884,19.2,169.5661011,83.67979478,51.17472012,0.219333333,71.82733333,5.178572466,2.064660507,-0.6,0.045526842,94.71806484,-0.339666667,1
"St. Vincent and the Grenadines - 2016",14.79033333,-1.0976,16.8,184.0257823,87.1843449,49.07862857,0.182,72.09933333,5.178572466,2.015657417,-0.6,0.255869489,95.1452199,-0.220666667,1
"Sweden - 2004",11,-0.0758,3.866666667,2503.644857,99.31321733,53.90284466,-0.233333333,80.14634146,6.554814618,6.203888178,-0.133333333,0.363610001,100,0.3,3
"Sweden - 2008",11.76666667,-0.090466667,3.333333333,3481.839925,99.31164801,53.04257974,-0.033333333,80.91626016,5.836666667,5.346874476,-0.166666667,0.694356571,100,0.066666667,2
"Sweden - 2012",12,-0.1198,3.033333333,4746.492757,99.30868727,53.9922026,0,81.65284553,6.403333333,5.321535334,-0.066666667,0.782479345,99.99999872,-0.3,2
"Sweden - 2016",11.8,-0.0674,2.866666667,4990.524902,99.30024275,58.40408494,0.033333333,82.25528455,7.177441889,4.246562446,-0.033333333,1.1020428,99.99999833,-0.1,2
"Switzerland - 2004",9.866666667,-0.1686,5.3,1582.620361,99.8984128,47.80781361,-0.1,80.6699187,4.733333333,5.514941872,-0.1,0.728604903,99.99999888,-0.033333333,3
"Switzerland - 2008",9.9,-0.1788,4.8,1978.915609,99.8959163,46.86404204,-0.033333333,81.74146341,4.48,5.318277948,-0.1,0.930622508,99.99999891,0.1,3
"Switzerland - 2012",10.26666667,-0.1992,4.5,2846.697673,99.89344063,47.2077046,-0.066666667,82.54634146,4.47,4.811739538,-0.1,1.07175211,100.000001,-0.033333333,2
"Switzerland - 2016",10.46666667,-0.148,4.3,2994.384684,99.89097541,48.83916642,0.133333333,83.23252033,4.515819972,4.26058858,-0.1,1.150157433,99.99999902,0.066666667,2
"Syrian Arab Republic - 2004",30.63266667,-1.0734,20.8,29.28146426,93.16832835,76.25784568,-0.076333333,73.96,2.5960693,2.756522165,-0.6,2.045798426,95.36047604,-0.164333333,1
"Syrian Arab Republic - 2008",29.828,-1.2742,19.2,35.91473389,92.95818135,72.07460279,0.169333333,74.07033333,2.5960693,3.143482576,-0.2,3.938548644,95.98741172,-0.35,1
"Tajikistan - 2004",29.61266667,0.3988,65.63333333,2.031992634,90.79467839,77.59918124,-0.379333333,64.48766667,2.626666667,0.331573024,-5.466666667,1.766474443,60.17999044,-0.108333333,1
"Tajikistan - 2008",30.46033333,0.654266667,49.1,6.32327652,92.54503642,68.02410009,-0.180333333,67.35466667,3.353333333,0.414763798,-2.9,2.003610198,65.99184194,0.404333333,1
"Tajikistan - 2012",31.88066667,1.1652,41.7,11.65292772,94.33246367,63.44606256,-0.102333333,69.04366667,3.643434336,0.338020514,-1.2,2.232223992,71.9395288,0.253666667,1
"Tajikistan - 2016",32.05933333,1.3296,37.73333333,19.22044881,96.12728727,63.48507616,-0.121666667,70.136,3.758888806,0.588275797,-0.966666667,2.408100686,78.06827663,-0.181666667,1
"Tanzania - 2004",41.74566667,-0.145,106.3333333,6.178322156,8.788820084,89.84248309,-0.470333333,52.87,3.166666667,0.107696271,-6.966666667,2.78280839,31.65890337,0.027666667,1
"Tanzania - 2008",41.343,-0.782666667,84.03333333,11.82042281,14.78491822,90.04101485,-0.451666667,55.94066667,3.723333333,0.148043897,-4.566666667,2.827300514,38.48540013,-0.244,1
"Tanzania - 2012",39.758,-2.058,68.53333333,9.605235736,20.80805184,90.03204204,-0.456,59.52633333,3.73,0.180103356,-3.366666667,2.944929427,45.62236966,-0.491,1
"Tanzania - 2016",37.87633333,-0.955,57.86666667,12.31674671,26.87012878,89.40891664,-0.325666667,63.081,3.73,0.236110855,-2.033333333,3.001722499,52.98251531,-0.425666667,1
"Thailand - 2004",13.435,0.1064,19,48.4353981,93.09228847,41.99311865,0.044333333,71.402,4.461428571,3.211237211,-0.9,0.75526563,94.94437074,-0.316,1
"Thailand - 2008",12.409,0.679133333,15.63333333,95.06445821,94.61614933,40.02429675,0.012,72.91866667,3.804285714,3.506454197,-0.766666667,0.563266597,96.61484531,-0.223,1
"Thailand - 2012",11.552,1.8246,13,144.5793762,96.26074969,39.21919255,0.024,74.58966667,4.23056472,3.891394893,-0.6,0.479640982,98.10508328,-0.205,1
"Thailand - 2016",10.837,-1.331,10.8,165.9476369,97.96375879,39.96592409,0.067333333,76.08033333,4.186885377,4.119365027,-0.5,0.402015342,99.25841775,-0.162,1
"Timor-Leste - 2008",33.80233333,-2.247333333,72.26666667,11.90978368,42.56490768,91.96969646,-0.350666667,65.563,1.46,0.181594185,-4.233333333,1.960869565,58.21973942,-1.191666667,1
"Timor-Leste - 2012",30.11366667,-2.9124,59.23333333,33.53433673,46.93369256,85.1883274,-0.092333333,67.461,2.140147846,0.231418634,-2.566666667,1.773860306,65.94509363,-0.580333333,1
"Timor-Leste - 2016",29.33466667,-1.0132,50.8,50.13065847,51.32205863,78.1402161,-0.057333333,68.46366667,3.168044921,0.421040963,-1.8,1.854800632,74.51260501,0.049666667,1
"Togo - 2004",39.69133333,-0.1624,108.1,1.97363917,10.80254219,84.36302249,-0.183666667,53.96066667,3.67,0.255692235,-3.2,2.566548553,49.35055732,-0.113666667,1
"Togo - 2008",38.60866667,-0.175133333,96.13333333,3.743918737,12.1616499,83.78779028,-0.347,55.60366667,3.55,0.242138757,-2.866666667,2.690800864,53.91697086,-0.398333333,1
"Togo - 2012",36.66833333,-0.2006,85.43333333,8.589488665,13.68183565,83.42606868,-0.336666667,58.07366667,4.73,0.380687133,-2.566666667,2.678273596,58.42693729,-0.538666667,1
"Togo - 2016",34.51933333,-0.5292,75.8,7.92545255,15.29847642,81.62144795,-0.168,59.909,4.987280362,0.374047591,-2.3,2.560278824,62.9095547,-0.512666667,1
"Tonga - 2004",28.48566667,-0.4562,17.23333333,52.06219355,88.73869957,78.29360275,0.024333333,69.79866667,2.93,1.104296877,-0.166666667,0.580775115,98.4907437,0.081666667,1
"Tonga - 2008",28.27133333,-0.463,16.9,90.09462484,90.16339339,78.21229432,0.043,69.88366667,2.93,1.18021556,0,0.807412217,98.91422068,-0.186666667,1
"Tonga - 2012",27.018,-0.4766,16.8,109.601387,92.05327908,75.33891099,0.024,70.14966667,2.93,1.05166789,0,-0.372010746,99.4802865,-0.403,1
"Tonga - 2016",25.36233333,-0.388,16.8,113.9996592,93.44962276,73.46174118,-0.009,70.517,2.93,1.198335539,0,-0.20864102,99.90664282,-0.393666667,1
"Trinidad and Tobago - 2004",14.93033333,-0.0684,27.3,168.2220357,90.79361338,42.78275691,0.006666667,70.165,3.066666667,24.41449216,-0.5,0.481214926,93.17683098,0.115333333,1
