Country Name,Adjusted savings: education expenditure (% of GNI),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)","Fertility rate, total (births per woman)",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Population density (people per sq. km of land area),Population growth (annual %),"Population, total","Preprimary education, duration (years)","Primary education, duration (years)",Rural population,Rural population (% of total population),Rural population growth (annual %),Scientific and technical journal articles,"Secondary education, duration (years)",Surface area (sq. km),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Urban population,Urban population (% of total population),Urban population growth (annual %)
Austria,5.166666666666667,12.4584,9.566666666666666,9.233333333333334,1.4033333333333333,82580.0,81.93333333333334,76.3,79.04796747967482,113506076796.0,0.5996221267806457,88.75360380157242,1.9798308849500834,10.646774071646929,115539077400.33333,0.21648192370146632,90.71271947379627,2.435196611637337,9.070798602502235,98.97964801808347,0.5962714234869353,8173739.333333333,6.0,4.0,3343649.3333333335,40.906,1.2847742357852001,8270.783333333335,8.0,83879.00390625,91.10194519999999,82.6632184,4830090.0,59.093999999999994,0.12243909519812823
Azerbaijan,3.4766666666666666,34.967800000000004,15.5,6.066666666666666,1.9845,82661.33463541667,71.224,65.29433333333334,68.26233333333333,3516319135.0,0.0006388441979937157,67.8846134611545,2.50467885322521,6.931522185771823,3450422714.3333335,0.003872258453484167,47.51114810007923,6.93978503579014,11.373674065458426,100.5405310690738,0.8851146094992156,8310816.666666667,5.0,4.0,3973407.0,47.811333333333344,0.46629031923708036,323.97666666666663,7.0,86600.0,78.44408059999999,65.72554720000001,4337409.666666667,52.188666666666656,1.27036013504256
"Bahamas, The",3.8356,42.2468,15.501666666666665,6.152333333333334,1.8730000000000002,10010.0,74.86099999999999,69.04566666666666,71.987,350165259.3333333,0.09504011843459514,97.71653671513023,0.09906292462467946,2.188423166435177,2217746640.3333335,4.073851847838024,92.26489466967213,0.032278468915611536,3.661253482489837,31.864202464202503,1.8131988303271633,318960.6666666667,2.0,6.0,56850.0,17.823999999999998,1.5774416354519767,4.6866666666666665,6.0,13880.0,79.13370540000001,66.19957540000001,262110.66666666666,82.176,1.8644076804835266
Bahrain,3.197798474999967,15.9858,19.386333333333333,2.5476666666666667,2.513333333333333,730.0,76.11199999999998,74.41566666666667,75.164,2098618949.0,0.0060727737317847336,79.43150404571776,6.7727481677102,20.562423180550436,7222777875.0,41.29833191025504,45.224868623569456,5.806775382937317,13.476799466175533,1139.96148820053,6.340419216603142,832572.0,5.0,6.0,96560.0,11.598666666666666,6.199678572148237,143.88,6.0,730.0,86.190803,83.388214,736012.0,88.40133333333334,6.358891828208304
Bangladesh,1.5683333333333334,101.2506,24.744666666666664,6.323666666666667,2.783,130170.0,68.18833333333333,66.57666666666667,67.33,7436464199.333333,14.6451111199133,79.35023481191939,1.2721894248561132,4.111995898450897,11741789482.666666,10.369809841945072,49.2929241512785,19.5492969890185,24.3334100992294,1051.9923689534198,1.6104029699813767,136937846.66666666,3.0,5.0,101163572.33333333,73.88266666666667,0.6882793730484881,571.3633333333333,7.0,148460.0,71.84089999999999,68.58231239999999,35774274.333333336,26.117333333333335,4.266062293756186
Barbados,5.636666666666667,49.2416,13.266666666666667,7.836333333333333,1.7933333333333332,430.0,79.42033333333333,76.086,77.80166666666668,220636050.0,2.3978966608674335,64.77972304694033,0.32141365637283337,32.8223802921923,1425911738.0,1.0625408146541324,86.52801039680234,3.633789647949193,12.409448788543534,640.2604651162791,0.351437003185338,275312.0,2.0,6.0,184357.66666666666,66.96266666666666,0.6456635448434193,44.48,5.0,430.0,84.5326084,77.1143026,90954.33333333333,33.03733333333333,-0.2422842378819807
Belarus,5.477559966666667,23.500600000000002,9.133333333333335,14.433333333333332,1.2389999999999999,202823.33333333334,74.93333333333332,62.93333333333334,68.78699186991871,13201201928.0,0.5870115098083742,41.316536694574836,2.7415965236123836,6.405053519377263,14914274226.0,2.4850916464914765,24.434167112875233,1.4522495082072335,3.122979235145303,47.974115487779805,-0.6883280743911803,9730270.0,5.0,4.0,2735841.0,28.11466666666667,-2.35219568558553,1254.0166666666667,7.0,207600.0,80.2442716,51.51910279999999,6994429.0,71.88533333333334,-0.029981716130027165
Belgium,5.594755790236767,10.581999999999999,11.233333333333334,9.966666666666667,1.7166666666666666,30280.0,81.63333333333334,75.83333333333333,78.66260162601627,298906333333.3333,0.620933278043141,90.50794204662687,1.5748502906330566,8.871124675329963,279721666666.6667,0.02285016312967403,87.05275006514518,4.51963833027153,12.924399771725168,344.2964222809337,0.4671618214290791,10425295.666666666,3.0,6.0,276287.0,2.65033333333333,-1.54989882962247,11760.07,6.0,30530.0,90.0393608,82.0464684,10149008.666666666,97.34966666666666,0.5226482454861037
Belize,5.176190476190463,86.1746,27.15233333333333,5.1306666666666665,3.1809999999999996,22810.0,72.69200000000001,67.06733333333334,69.75266666666666,206897555.33333334,0.3428841323890577,90.52947654573234,0.024481975820793835,0.2050784984641347,504353322.3333333,21.078041724816252,47.527805239332935,1.96836968246385,6.57942694810819,12.125222855472733,2.6161184211438298,276576.3333333333,2.0,6.0,151205.33333333334,54.669999999999995,2.6472458118178763,5.17,6.0,22970.0,77.7335672,65.949181,125371.0,45.330000000000005,2.5785901500822668
Benin,3.2566666666666664,112.867,41.02333333333333,11.591999999999999,5.692333333333334,112760.0,58.359,55.356,56.89266666666666,282944362.0,0.005366497672747001,16.565553421203102,45.087699504738566,59.05531529144537,890015441.6666666,0.018028816513688668,53.584610684107666,14.385632679520802,18.4636273642122,68.73827598439163,2.9991334847104434,7750928.0,4.0,6.0,4646733.333333333,59.96066666666667,2.1647980607009565,55.23333333333333,7.0,114760.0,57.5479262,51.62306040000001,3104194.6666666665,40.03933333333333,4.261756610648846
Bhutan,4.11888888888889,60.6506,23.307666666666666,7.4126666666666665,2.9103333333333334,38677.99967447921,64.73766666666667,64.17633333333333,64.46533333333333,96019093.0,0.17897182890887955,18.353485410251384,9.528516939933816,14.866660923784083,618749485.6666666,0.34446961028428663,19.634420327918765,8.442132690576953,9.007048848644088,16.517948642445166,1.7251431588839834,638464.3333333334,2.0,7.0,447935.6666666667,70.17066666666666,0.12490148340265429,6.333333333333333,6.0,38954.999186197936,61.09739640000001,61.490127599999994,190528.66666666666,29.829333333333334,5.5961468484272325
Bolivia,5.95999999999997,84.1964,28.161666666666665,8.504,3.709666666666667,1083300.0,66.931,62.696333333333335,64.76266666666668,2240689351.3333335,0.3793585942563584,35.021925398242665,1.626592265498357,1.8584224616904137,1974014609.6666667,0.216431161568992,39.76950163463877,6.077428779977336,7.006273492708743,8.371693898273792,1.8158916328920567,9069056.0,2.0,6.0,3290689.0,36.29033333333333,0.5498862739986,52.583333333333336,6.0,1098580.0,68.7914804,60.8797394,5778367.0,63.70966666666667,2.544274976598403
Botswana,8.789839914285794,50.5086,28.79733333333333,13.521,3.124,566730.0,53.601333333333336,49.10333333333333,51.266,3920232698.6666665,0.15533283978457366,86.80385251646993,0.010736664251011338,0.5323517181638305,3483499131.0,0.9251358722099088,12.124256766743967,0.9393573651595751,1.56941332321984,3.1167122498073767,1.79730644784048,1766334.3333333333,3.0,7.0,786149.6666666666,44.513000000000005,0.7736044436233726,125.23333333333333,5.0,581730.0,41.1652892,29.785955,980184.6666666666,55.486999999999995,2.6262019146125066
Brazil,4.031666666666664,76.96600000000001,17.797666666666668,6.059,2.0353333333333334,8358140.0,75.42233333333334,67.80166666666666,71.53233333333334,96602570143.66667,4.54058871414132,59.75487544603019,7.584987789055454,17.984432526965833,65328492362.666664,1.4703407342675698,64.10963737461806,8.58525834255445,21.021346434634097,22.012187320783497,1.20151928811201,183980943.33333334,3.0,4.0,32156554.666666668,17.480666666666664,-0.6013344871576144,19901.180000000004,7.0,8515770.0,80.78292980000002,67.0743226,151824388.66666666,82.51933333333334,1.58764740990824
Bulgaria,3.28,43.991600000000005,9.033333333333333,14.5,1.32,108723.33333333333,76.03333333333335,68.93333333333334,72.39674796747967,9638463793.0,7.859483557059254,67.69079112402186,1.1004573898189973,4.985570350514313,13620921153.333334,1.7953041434472334,65.27285865877734,4.675700600345624,8.426298683575927,70.9786195764118,-0.7666293448009265,7717053.0,4.0,4.0,2297349.0,29.768,-1.9466545754930797,1843.71,8.0,110996.66666666667,84.768286,67.56464840000001,5419704.0,70.232,-0.2622467893688334
Burkina Faso,3.99988737142859,134.12159999999997,45.16266666666667,13.850999999999999,6.334333333333333,273600.0,53.44533333333334,51.65366666666667,52.62266666666667,327842286.3333333,1.1751988706670977,34.36847191224382,0.06836807373436717,0.33746687918590984,894137157.3333334,3.7838810955827102,40.684424399620895,5.580797763746102,12.564795095394766,47.64512670565299,2.9283935680461597,13035706.666666666,3.0,6.0,10327088.666666666,79.23666666666666,1.9740027762206367,72.12666666666667,7.0,274220.0,51.150213400000005,46.2686498,2708618.0,20.763333333333332,6.656589864897317
Burundi,3.07900320018912,70.7532,42.90633333333333,12.736333333333334,6.665,25680.0,54.065333333333335,50.98166666666666,52.535333333333334,46637682.0,25.006193115308566,57.557038057583206,0.00360370520278598,7.0136244891086195,193392630.33333334,6.75996109894281,44.69980346161517,4.233952814538807,9.538355419939704,277.8518821391487,3.1333031273951097,7135236.333333333,3.0,6.0,6482673.666666667,90.85933333333334,2.8793747893750368,4.413333333333333,7.0,27830.0,48.70347879999999,42.10786340000001,652562.6666666666,9.140666666666666,5.693139204005419
Cambodia,1.665,47.704,26.276,7.808,3.314,176520.0,64.38533333333334,59.845666666666666,62.171666666666674,2641856356.6666665,0.03435837375534557,96.33748710508068,3.25965049264957,0.3685040285143966,2078278762.0,0.00015505345865559326,56.02719857460023,43.4073221328689,0.5653242390722202,74.01613792582522,1.6357340124846036,13065328.666666666,5.666666666666667,6.0,10575521.666666666,80.94466666666666,1.4900591210056966,31.926666666666666,6.0,181040.0,66.3643502,57.63609259999999,2489807.0,19.055333333333333,2.25690716129135
Cameroon,2.85,142.7004,40.964666666666666,13.407666666666666,5.390333333333333,472710.0,53.523666666666664,51.13633333333333,52.32966666666667,2332233247.6666665,0.827366803795227,77.18232476938034,4.752408990838677,9.0237204264219,2360945328.6666665,1.7140892410204691,56.80012356947003,8.455370707641844,17.253269270125198,36.52246056426423,2.69192291881297,17264532.333333332,2.0,6.0,8986103.333333334,52.06033333333334,1.5439959404217,233.77999999999997,7.0,475440.0,46.74410220000001,41.814855599999994,8278429.0,47.93966666666666,3.9536335465864934
Canada,4.760711094317563,14.257799999999998,10.566666666666668,7.099999999999999,1.5314333333333334,9093510.0,82.36666666666666,77.63333333333334,79.94227642276427,316070666666.6667,0.022208536042888763,95.33571075311097,1.986627363142017,4.642080710846174,291797666666.6667,1.0789685102640572,81.14097113112433,8.700704931858503,17.780060358611635,3.5127043352896727,0.926286814680624,31942812.0,3.0,6.0,6374139.666666667,19.955333333333332,0.536184154443512,42423.75,6.0,9984670.0,90.5494554,85.0169688,25568672.333333332,80.04466666666667,1.0237809586777968
Caribbean small states,3.9101178206813536,68.50356236680587,18.963151737609802,7.056410661847257,2.2995438835525364,404850.0,74.10808594622637,69.82590763935097,71.92374441241198,10847547367.0,0.901149693274335,75.9836553961935,3.36262994902509,21.540775916563334,15911581035.333334,3.074134077715503,74.47958529414672,3.032259273705147,16.174518136699465,16.54163352682067,0.6904166228194173,6696880.333333333,2.5,6.5,3321767.6666666665,49.601765930737734,0.65944707859875,375.64873216961837,5.0,434990.0,79.46581505136076,70.04843767241483,3375112.6666666665,50.398234069262266,0.7209216426267676
Central African Republic,1.6054428285714302,146.33880000000002,40.88766666666667,18.775000000000002,5.41,622980.0,45.667,43.21533333333334,44.446333333333335,92891780.0,0.010551028584684633,75.82796315762924,0.216292250153863,1.6078294301947385,155665800.66666666,38.09790439015873,39.6532301440659,2.83619470003606,4.9512968799219035,6.35624364613096,2.0094402237712736,3959812.6666666665,3.0,6.0,2456104.3333333335,62.02700000000001,1.8660300340927964,9.790000000000001,7.0,622980.0,32.465406800000004,27.401671000000004,1503708.3333333333,37.973,2.2440675567204367
Central Europe and the Baltics,4.55111690763673,22.79194104809177,9.514773685456433,11.260402848167134,1.2799073685918467,1103332.6676432267,77.74644611318496,69.76548080211224,73.6525686541715,294706216463.3333,0.9853672455853938,86.74271237224347,0.806726163506998,10.703580408155007,347363957749.6667,0.38539162348028433,79.94098320998684,5.227439660934174,17.003446860339903,96.37401529661167,-0.286859351378932,106332598.0,4.0,4.0,40777575.666666664,38.34899034491977,-0.414053200441501,44754.013333333336,8.0,1134938.99902344,85.9247519192233,68.62873687876343,65555022.333333336,61.65100965508023,-0.20758510726651966
Chile,3.513333333333333,56.24360000000001,15.205666666666668,5.412333333333334,1.925,743532.03125,80.35233333333333,74.28166666666667,77.389,32217112923.333332,0.9104976975181643,64.9186645183939,11.712451992797,34.17083778408793,25638642061.333332,4.240387033378316,42.84710362052537,11.065922822906964,52.912509346096336,21.540136349483365,1.0425635483636133,16015781.333333334,4.0,6.0,2126136.0,13.275666666666666,0.59912359998328,2280.7066666666665,6.0,756096.015625,88.28559580000001,78.9435762,13889645.333333334,86.72433333333333,1.1106198301296233
China,1.79,8.1654,12.366666666666667,6.4433333333333325,1.6079999999999999,9388212.291666666,74.539,71.00233333333334,72.685,598121666666.6666,0.07098775445542294,84.26774576662683,5.25950811866965,10.40175836024805,544702666666.6667,7.125672645198641,72.05486654016353,9.016480971391223,11.802979843246598,138.05237460600566,0.6016395802675721,1296065000.0,3.0,5.666666666666667,762698700.0,58.852666666666664,-1.6934830056836632,124203.39999999998,6.0,9562912.291666666,83.466812,78.0998504,533366300.0,41.14733333333333,3.9787495439332936
Colombia,4.094531596968417,90.17020000000001,19.915666666666667,5.1370000000000005,2.329333333333333,1109500.0,77.22000000000001,70.81033333333333,74.02266666666667,16510689760.0,0.279032989542416,68.77879963156506,1.0049484366045414,2.4695802614771303,16900676324.333334,3.5447535561134096,59.50352770726639,7.879366593787251,10.44294739952535,37.917244103950736,1.4148815984069703,42069182.333333336,3.0,5.0,10255590.666666666,24.381666666666664,-0.24877551498567363,844.4266666666667,6.0,1141750.0,83.88761360000001,72.988683,31813591.666666668,75.61833333333334,1.9572584438463467
Comoros,2.21446898197096,87.1238,36.529333333333334,9.208666666666668,5.104,1861.0000610351601,61.554,58.338,59.922666666666665,6751816.0,0.1111203864601628,64.33725911747534,23.14301485846237,30.994946901393764,65662017.666666664,0.13550857095440655,65.11412211803874,3.6717200912447665,14.558453714031467,320.9861976044544,2.38002372751252,597355.3333333334,3.0,6.0,430646.6666666667,72.09166666666665,2.43417803648072,1.3,7.0,1861.0000610351601,61.007350800000005,53.9137528,166708.66666666666,27.90833333333333,2.24030943042959
"Congo, Dem. Rep.",1.2329907999999967,128.1132,45.77599999999999,14.060666666666668,6.7043333333333335,2267050.0,54.35366666666667,51.465666666666664,52.912,1786032567.3333333,7.545785263222073,20.306925221728303,44.57787347922926,44.74064235204529,2164420832.3333335,9.155588964504037,23.861211633255703,24.10661127997496,31.74301926634796,23.419622122729233,3.1326630159169704,53093454.333333336,3.0,6.0,33442288.666666668,62.99766666666667,2.3809021822165897,17.343333333333334,6.0,2344860.0,51.4982186,45.8065344,19651165.666666668,37.00233333333333,4.425615768249656
"Congo, Rep.",3.2099999999999995,121.21319999999999,38.455999999999996,11.465666666666666,4.837666666666667,341500.0,55.66933333333333,53.626666666666665,54.69466666666667,2799141948.0,0.2493135495257591,51.04611315040223,35.8293157833101,39.2604805938556,1663321567.0,0.5473629371035612,53.13356787059524,3.6578187619870235,8.516992576427766,10.28810639336261,3.005840192384633,3513388.3333333335,3.0,6.0,1386324.3333333333,39.467666666666666,1.8545097352553535,39.27,7.0,342000.0,48.2162724,44.1630182,2127064.0,60.532333333333334,3.763725499414333
Costa Rica,4.095742290458703,67.0896,17.102,4.139333333333333,2.0683333333333334,51060.0,80.365,75.67766666666667,77.99466666666667,6475861713.333333,0.10745738356495467,73.69631017635072,5.404713302965997,5.931798391921149,8532648262.333333,0.767232954567541,72.8702466927143,4.1161241545450835,5.036047229550557,82.74389606998305,1.4675046675462233,4224903.333333333,6.0,6.0,1504385.6666666667,35.62,-2.1359620457486668,196.88333333333333,5.0,51100.0,88.2562916,80.89544980000001,2720517.6666666665,64.38,3.51851225715007
Cote d'Ivoire,4.27,135.22220000000002,39.59466666666666,14.718333333333334,5.545000000000001,318000.0,51.55233333333334,48.35633333333333,49.82666666666666,6442019551.666667,3.4026679369045034,61.46252741290443,2.8975276378977797,9.07328625114604,4709403439.0,2.579392118832993,57.57869308044167,7.514267747441136,15.824865857041834,56.52475681341718,2.1044723765500635,17974872.666666668,3.0,6.0,9918083.333333334,55.18333333333334,1.3516175294494965,101.52666666666666,7.0,322460.0,41.5383634,35.939177199999996,8056789.333333333,44.81666666666666,3.039332735197563
Croatia,3.7111111111111104,14.9578,9.187666666666667,11.552,1.4466666666666665,55943.333333333336,78.71333333333332,71.71,75.12626016260164,7660781197.0,4.165292950746827,71.82311362229254,0.23374174704662268,24.01159342696067,16455254623.666666,0.7981945970377451,77.2819117228675,4.810169876838067,21.91989368009477,76.97160177289763,0.06170233031719847,4306048.0,4.0,4.0,1974448.3333333333,45.853,-0.3047340613889867,2512.2333333333336,8.0,56573.333333333336,88.7133326,74.4964976,2331599.6666666665,54.147,0.3730664975941583
Cuba,8.915000000000036,48.4538,11.798666666666668,7.258333333333333,1.5773333333333335,106416.66666666667,79.459,75.58666666666669,77.49666666666667,2104379789.6666667,0.16668236699085134,65.19549974081133,4.527069097606087,12.650689580652488,6127737879.333333,1.1859443758455337,48.325922002754396,14.304452680871767,18.360580705264766,105.68872383396565,0.18381643590538146,11247043.333333334,6.0,6.0,2694706.3333333335,23.959333333333333,-0.3000936618727887,841.5633333333334,6.0,109890.0,86.676936,80.6335646,8552337.0,76.04066666666667,0.33696719406694164
Cyprus,5.989999999999999,6.9096,11.976999999999999,6.791999999999999,1.547,9240.0,80.62,76.41666666666666,78.507,961036251.6666666,9.021397827458616,73.65947236862293,1.7313530308202,17.319129803918468,5285626574.333333,0.9698569708384719,81.0166286118067,5.997382686023632,18.01351441735483,109.36626984126967,1.6863931434897799,1010544.3333333334,3.0,6.0,319244.0,31.58966666666667,2.1369901058147462,241.57000000000002,6.0,9250.0,91.85343519999999,85.4933338,691300.3333333334,68.41033333333333,1.4790043372900434
Czech Republic,3.793333333333333,11.2628,9.6,10.666666666666666,1.2333333333333334,77263.33333333333,78.86666666666666,72.5,75.6056910569106,65219649389.666664,0.38341275890544463,92.42289573168517,0.7065360903641741,7.1936915094094,66026883857.0,0.15987754982911967,85.65125923253379,5.41207818789718,14.188863217637065,132.02604077214167,0.04671341254342287,10200771.666666666,3.0,5.0,2685765.3333333335,26.328999999999997,0.309132900939038,7104.88,8.0,78870.0,88.6151474,75.73070200000001,7515006.333333333,73.671,-0.04690454017402507
Denmark,7.71,6.3184,11.966666666666667,10.366666666666667,1.78,42430.0,79.86666666666667,75.23333333333333,77.49349593495937,76170647573.66667,0.6145002952203277,91.93281740486081,1.9445195886807334,7.452682299918873,67005297316.666664,0.025845069927934502,89.38244534430906,5.486474880242789,10.591709585763029,127.382583078011,0.2686414864979163,5404843.0,4.0,6.0,778597.6666666666,14.406,-1.1298052989442076,7909.406666666667,6.0,43090.0,88.2751462,81.786495,4626245.333333333,85.594,0.5047580238238564
Djibouti,8.361706353259729,28.676199999999998,28.91033333333333,9.991999999999999,3.993,23180.0,59.17066666666667,56.26466666666666,57.699999999999996,63506672.0,0.005675265968374761,16.413917363648498,0.7052272993756331,80.53929466639356,293360086.3333333,0.0,86.4459485960301,2.4855714418391366,11.33605280886743,33.282973828012665,1.5823166178708634,771499.3333333334,2.0,6.0,179634.66666666666,23.284333333333336,1.3863430423142866,2.3066666666666666,7.0,23200.0,56.7694616,50.977073999999995,591864.6666666666,76.71566666666668,1.6418743702475067
Dominican Republic,1.8381544512573933,105.75259999999999,23.201333333333334,6.0489999999999995,2.689,48310.0,73.66233333333334,67.60233333333332,70.49900000000001,5850752690.666667,4.034271306616676,91.61267007845856,0.574018937330504,0.7817508664560227,8972057119.666666,2.1838947366271966,70.5344393227611,2.4146335746264866,3.609088476237643,185.75876630097264,1.3927778919259968,8974006.0,3.0,6.0,3050682.3333333335,34.00733333333333,-2.4608262075878464,13.049999999999999,6.0,48670.0,77.530808,66.757504,5923323.666666667,65.99266666666666,3.4325594911158333
Early-demographic dividend,3.931208666254493,58.325226159319534,25.137454083935637,7.619837914181453,3.0942065720009304,33109174.666341137,67.3281814769919,64.27308037708677,65.75222837463947,915252194061.0,3.0736423955405265,73.87689388234973,7.799880409753904,13.810000624521166,903139493544.3334,5.448519457035477,67.7627182924582,10.384023205840457,15.987700322505868,79.93332027207366,1.66087709417324,2646525450.0,3.0,6.0,1594630086.0,60.257689954260606,1.0521651836212234,92281.29377564586,6.0,34107544.999186166,70.34969574041234,63.2073818873595,1051895364.0,39.7423100457394,2.597884167899533
East Asia & Pacific,2.993772938906067,18.4734328428946,14.4553590446283,6.648305780156396,1.8192254041170235,24386641.624999866,74.64441345935204,70.21395500200828,72.35109792043731,2328695307580.3335,0.26822353562827034,69.97722545703847,22.076543892342897,25.445403413365764,2125190344941.6667,2.0532323572190836,64.45116862421035,26.082736726262436,27.737380383147364,86.74432048000226,0.7616124051315293,2115402629.0,4.5,6.0,1149192585.0,54.33040536636377,-1.2136712563776666,324198.799558785,6.0,24823453.617187366,82.44640142671317,75.3704984896554,966210044.0,45.66959463363623,3.217239723831367
East Asia & Pacific (IDA & IBRD countries),2.1978647247029865,19.565836091096738,15.0664096492063,6.5702335154875735,1.87744915584861,15793712.291666666,73.50107930114537,69.43031013760077,71.38925507271124,967923597855.0,0.11882718850472733,80.41209094410242,10.364889795846233,9.104211868112165,872675772668.6666,4.777287630902207,71.61763774308695,13.9388039344052,9.666843425701186,117.54442260760999,0.8165492490286917,1856462735.3333333,5.0,6.0,1100451299.0,59.282917471710526,-1.0922200843216399,130664.11906464548,6.0,16149117.6171875,81.28499019174524,74.47861552157009,756011436.3333334,40.717082528289474,3.7314612982201374
East Asia & Pacific (excluding high income),2.1978647247029865,19.369444158432767,15.0783765606617,6.595867854102138,1.87872563076459,15913842.291666666,73.47348395948697,69.36745955645326,71.34693781055397,969033405430.6666,0.11880021840623767,80.34734470399461,10.4103595046072,9.123495572992017,875305820718.3334,4.762807478074857,71.47586822860173,14.031706547771266,9.729617745552167,118.149912989014,0.8163394992929937,1880219025.0,4.5,5.833333333333333,1110007794.6666667,59.0421524334142,-1.0778433146929267,130666.02665833158,6.0,16269377.6171875,81.22956208789317,74.33935701145117,770211230.3333334,40.9578475665858,3.6783882687449734
Ecuador,2.2599999999999736,83.9036,23.469000000000005,5.0456666666666665,2.8546666666666667,248360.0,76.904,70.99999999999999,73.88000000000001,8015635222.333333,0.31285049481602334,73.71849753335296,0.4598135519900634,4.804186699102483,7887153829.666667,0.779896147191041,54.133986117551835,6.551009376068056,9.033865996205385,54.748366618349735,1.6871711476760234,13597304.333333334,1.0,6.0,5232803.666666667,38.48633333333333,1.1748820007296967,107.24666666666667,6.0,256370.0,82.0657172,72.3783422,8364500.666666667,61.513666666666666,2.00902833985783
"Egypt, Arab Rep.",4.411125599999999,51.2312,24.909333333333336,6.398000000000001,3.0589999999999997,995450.0,71.68033333333334,66.96066666666665,69.27366666666667,8017757180.666667,16.967941090450267,55.94504517225613,2.44829864785295,16.236869542172865,13892617688.0,9.829312777110593,55.51679143223226,9.049609719371217,28.765009246737165,74.51294690843338,1.8318846906356399,74173913.0,2.0,5.333333333333333,42292809.666666664,57.019000000000005,1.7512422683006499,3546.1566666666663,6.0,1001450.0,77.0953848,66.4252402,31881103.333333332,42.980999999999995,1.9389661838021564
El Salvador,2.765,86.1956,21.872,6.708666666666667,2.608,20720.0,74.41133333333333,65.28966666666666,69.90400000000001,3284701866.0,0.1379110066899986,68.28441731601227,0.19130643884971898,1.0334368213043108,6251889575.333333,1.611879289017917,62.03042393054444,2.7313401464840865,3.6801466817759034,290.7013674388673,0.49934378155172326,6023332.333333333,3.0,6.0,2342649.6666666665,38.894666666666666,-0.8914206298486591,13.196666666666667,6.0,21040.0,79.7489086,61.4116168,3680682.6666666665,61.105333333333334,1.3947791215315533
Equatorial Guinea,1.0,177.109,40.16966666666667,12.679333333333332,5.617333333333334,28050.0,55.45066666666667,53.15533333333334,54.25866666666667,4446891032.0,0.0,77.93634526491469,19.525688505169366,21.281291933899137,1019420098.3333334,0.021128961062051935,82.03198065139917,1.397688906912346,4.600695364777156,25.587023172905536,4.322155550662403,717716.0,4.0,5.0,315243.6666666667,43.97333333333333,0.477057874630503,1.8866666666666667,7.0,28050.0,51.4063212,46.3688464,402472.3333333333,56.02666666666667,7.447131060814217
Eswatini,6.224999999999997,99.61899999999999,32.003,18.215666666666667,3.704,17200.0,45.09799999999999,40.867,42.87366666666667,1332503274.0,0.06671465170298836,30.283598421351,2.238524100698674,4.730797777978957,1656784536.6666667,4.212235339396109,6.5643917658315525,2.59896753130059,3.4810051736121204,59.68346899224804,0.3747042586115073,1026555.6666666666,3.0,7.0,799005.6666666666,77.83333333333333,0.5405823430440048,11.313333333333333,5.0,17360.0,26.345377600000003,16.276813399999998,227550.0,22.166666666666668,-0.20557094817404464
Ethiopia,2.95999999999997,98.2786,40.196666666666665,11.738999999999999,5.961666666666667,1000000.0,56.592666666666666,53.85366666666667,55.202666666666666,733069529.0,1.6099057849731633,62.0829099999148,4.85775408506766,23.856583522843266,3333505977.3333335,12.6785756864546,55.8075410740141,14.340229528570532,29.687532442116467,74.25213333333333,2.8252219154448937,74252133.33333333,3.0,6.0,62736873.333333336,84.49533333333333,2.595881924919483,215.13,6.0,1104300.0,52.2758954,47.066806199999995,11515260.0,15.504666666666665,4.084377577022313
Euro area,4.428456082893516,10.3505478255006,10.3559977836078,9.47385494457068,1.490143115795,2677732.99316406,82.2836007133477,76.14971620601646,79.13738804272464,2894029369180.6665,1.012096287857054,86.20700570565235,2.5519797569403666,12.780898006490666,2789673038721.3335,0.41149174473626204,81.85321023333508,5.8730969116633,17.73529802192863,122.36087216186566,0.5375434235608291,327649628.6666667,3.0,5.833333333333333,85559321.0,26.113921359816402,-0.4021745151577296,284424.5566666667,6.166666666666667,2757948.3284505233,91.21218964323964,82.31400633039414,242090307.66666666,73.8860786401836,0.8739549325250616
Europe & Central Asia,4.5183884192048405,23.0154251110953,11.830483266120567,10.804969302236366,1.5861657459598237,27447390.97938286,77.86144321211916,70.13861413355097,73.86639366607083,4195317879920.0,1.066211173955113,85.01848003219267,2.7063966478862898,12.186304979997734,4110909529067.0,0.8826133375688753,80.36751425392693,6.00726942534691,16.7833909869465,31.654259141181665,0.28930054596388305,868826826.0,4.0,4.0,264263979.66666666,30.47640797191144,-0.404057440141865,507049.44661975204,7.0,28464217.877983104,85.07471237481035,69.60360310027147,602858223.6666666,69.52359202808856,0.596899913201341
